original average,supression average,total_sum,total_element,m,M,average_laplace,average_gaussian,difference_laplace_supression,difference_gaussian_supression
42.82262322623226,42.84552217453505,1497451,34950,0.1,0.6,42.832491235009584,42.822903044479595,0.009868008777324633,0.0002798182473355837
42.82262322623226,42.91477957925767,1281092,29852,0.1,0.7,42.90995825353392,42.978203458456385,0.08733502730166265,0.15558023222412487
42.82262322623226,42.90496742996443,1073611,25023,0.1,0.8,42.899799957072084,42.88908763811906,0.0771767308398239,0.0664644118867983
42.82262322623226,42.80823423603478,856764,20014,0.1,0.9,42.79834918677257,42.767299515329405,0.024274039459690755,0.05532371090285437
42.82262322623226,42.82568996937644,2279483,53227,0.2,0.2,42.83097812619822,42.81589608910998,0.008354899965958396,0.006727137122283011
42.82262322623226,42.8115642319464,2070196,48356,0.2,0.3,42.80705298117558,42.82032010543765,0.015570245056679255,0.0023031207946075938
42.82262322623226,42.87106526354657,1857689,43332,0.2,0.4,42.87142731769366,42.89748292147589,0.04880409146139897,0.07485969524363156
42.82262322623226,42.77378923355272,1631264,38137,0.2,0.5,42.76877530561179,42.84265635629558,0.053847920620469836,0.020033130063318083
42.82262322623226,42.77947918851697,1427594,33371,0.2,0.6,42.78045732500549,42.78025775276619,0.04216590122676678,0.042365473466070114
42.82262322623226,42.81911142454161,1214350,28360,0.2,0.7,42.8302817593722,42.87028050070802,0.007658533139938584,0.0476572744757604
42.82262322623226,42.76383575618465,1006062,23526,0.2,0.8,42.76218810514709,42.87314831242463,0.06043512108517035,0.050525086192372726
42.82262322623226,42.65844289346968,788456,18483,0.2,0.9,42.66409197821079,42.63021233543959,0.15853124802146823,0.19241089079267226
42.82262322623226,42.72377449398808,1986271,46491,0.3,0.3,42.72474478794544,42.7026183064529,0.09787843828681986,0.12000491977936179
42.82262322623226,42.908571018376726,1793235,41792,0.3,0.4,42.90201403949604,42.855086492949816,0.07939081326377817,0.032463266717556394
42.82262322623226,42.85320025089312,1571384,36669,0.3,0.5,42.85523638517843,42.82457120223832,0.03261315894616956,0.0019479760060576723
42.82262322623226,42.85990383708872,1363845,31821,0.3,0.6,42.86401968658025,42.85862343573029,0.041396460347989716,0.0360002094980274
42.82262322623226,42.79026090868196,1141473,26676,0.3,0.7,42.795120618875146,42.759860356419786,0.027502607357114073,0.06276286981247381
42.82262322623226,42.94733965014577,942780,21952,0.3,0.8,42.96658150147761,42.9805090506599,0.1439582752453532,0.15788582442763754
42.82262322623226,42.80622962694676,709128,16566,0.3,0.9,42.79559341518245,42.760651351044004,0.027029811049807506,0.061971875188255865
42.82262322623226,42.93340163934426,1718023,40016,0.4,0.4,42.933423396171925,42.88527262328062,0.11080016993966524,0.06264939704836081
42.82262322623226,42.79398686060189,1491670,34857,0.4,0.5,42.790701024064724,42.70672676344328,0.03192220216753583,0.11589646278898158
42.82262322623226,42.73732349701238,1280282,29957,0.4,0.6,42.73514244604166,42.71600193986302,0.08748078019060301,0.10662128636923995
42.82262322623226,42.69202956134775,1074473,25168,0.4,0.7,42.72254894909645,42.777722906852624,0.10007427713581052,0.04490031937963579
42.82262322623226,42.58399681528663,855768,20096,0.4,0.8,42.59089450670606,42.603831301001584,0.23172871952620255,0.2187919252306756
42.82262322623226,42.78110320762314,637524,14902,0.4,0.9,42.78177417218876,42.66875264977418,0.040849054043498256,0.15387057645808255
42.82262322623226,42.79238318177726,1425885,33321,0.5,0.5,42.79192903512949,42.826990303557224,0.03069419110276783,0.004367077324964441
42.82262322623226,42.74648485921728,1206947,28235,0.5,0.6,42.742806564822835,42.75195991733219,0.07981666140942423,0.07066330890007322
42.82262322623226,42.78872158000256,1003096,23443,0.5,0.7,42.79219105318268,42.85755769186382,0.0304321730495829,0.034934465631558
42.82262322623226,42.71270536692224,779934,18260,0.5,0.8,42.71040536638962,42.666257008398645,0.11221785984263732,0.15636621783361448
42.82262322623226,42.6748887380252,565741,13257,0.5,0.9,42.680155334168326,42.67112150280764,0.14246789206393373,0.15150172342462298
